priorite;score;nom_entreprise;adresse;telephone;telephone_intl;site_web;statut_web;note_google;nombre_avis;nb_photos_api;niche;ville;raisons;horaires_apercu;lien_google_maps;place_id;statut_appel;date_appel;notes;date_extraction
CHAUD;88;Autour du jardin;8 Place St Pol, 28400 Nogent-le-Rotrou, France;02 37 52 80 61;+33 2 37 52 80 61;http://www.facebook.com/pages/Nogent-Le-Rotrou-France/Les-jardins-saint-pol-fleuriste-nogent-le-rotrou-mariage-deuil-livraisons/159030020778742;Réseaux sociaux uniquement;4.8;40;10;paysagiste;Nogent-le-Rotrou;10+ photos API (excellent matériel visuel pour Claude) / 40 avis Google (bon) / Réseaux sociaux uniquement → pas de vrai site / Note 4.8/5 (excellente réputation) / Horaires renseignés (business sérieux);lundi: Fermé | mardi: 09:30 – 19:00 | mercredi: 10:00 – 19:00;https://maps.google.com/?cid=11086715316571042092;ChIJHzxEjza340cRLHEZKtfs25k;;;;2026-05-08
CHAUD;83;Oelec 37;4 Rue Maria Montessori, 37390 Notre-Dame-d'Oé, France;06 81 09 33 71;+33 6 81 09 33 71;http://www.facebook.com/oelec.37/?utm_source=gmb;Réseaux sociaux uniquement;4.8;27;10;électricien;Tours;10+ photos API (excellent matériel visuel pour Claude) / 27 avis Google (correct, au seuil minimum) / Réseaux sociaux uniquement → pas de vrai site / Note 4.8/5 (excellente réputation) / Horaires renseignés (business sérieux) / Catégorie artisan confirmée par Google;lundi: 08:00 – 18:30 | mardi: 08:00 – 18:30 | mercredi: 08:00 – 18:30;https://maps.google.com/?cid=5095909288219609443;ChIJv6hHIykr40cRY4nxk39OuEY;;;;2026-05-08
CHAUD;83;Steven Paysagiste - Élagueur 41 | Taille Abattage d'Arbres Haies Élagage Entretien Jardin Clôture Loir-et-cher Fresnes Blois;24 Rue de Launay, 41700 Le Controis-en-Sologne, France;06 72 20 31 56;+33 6 72 20 31 56;https://stevengselagage.wixsite.com/elagueur41700;Constructeur bas de gamme (stevengselagage.wixsite.com);5;114;10;paysagiste;Blois;10+ photos API (excellent matériel visuel pour Claude) / 114 avis Google (très bon pour le scraping Maps) / Site constructeur bas de gamme → facile à surpasser / Note 5.0/5 (excellente réputation) / Horaires renseignés (business sérieux) / Catégorie artisan confirmée par Google;lundi: 07:30 – 17:30 | mardi: 07:30 – 17:30 | mercredi: 07:30 – 17:30;https://maps.google.com/?cid=13798929466034857907;ChIJbzxuO6mt5EcRs6etTz2lf78;;;;2026-05-08
CHAUD;83;Minière Robin jardinier paysagiste;8 Rte des Clous, 18110 Vasselay, France;06 21 12 70 28;+33 6 21 12 70 28;https://www.facebook.com/share/1CCugiZ6vF/?mibextid=wwXIfr;Réseaux sociaux uniquement;4.9;21;10;paysagiste;Bourges;10+ photos API (excellent matériel visuel pour Claude) / 21 avis Google (correct, au seuil minimum) / Réseaux sociaux uniquement → pas de vrai site / Note 4.9/5 (excellente réputation) / Horaires renseignés (business sérieux) / Catégorie artisan confirmée par Google;lundi: 07:00 – 19:00 | mardi: 07:00 – 19:00 | mercredi: 07:00 – 19:00;https://maps.google.com/?cid=14095437070289994980;ChIJZVa63M2_-kcR5ASCqFUNncM;;;;2026-05-08
CHAUD;83;BMS36 Electricité Boudrik Maxime;21 bis la penthiere basse, 36350 Luant, France;07 65 74 21 35;+33 7 65 74 21 35;https://www.facebook.com/bms36.electricite.generale;Réseaux sociaux uniquement;5;26;10;électricien;Châteauroux;10+ photos API (excellent matériel visuel pour Claude) / 26 avis Google (correct, au seuil minimum) / Réseaux sociaux uniquement → pas de vrai site / Note 5.0/5 (excellente réputation) / Horaires renseignés (business sérieux) / Catégorie artisan confirmée par Google;lundi: 08:00 – 18:00 | mardi: 08:00 – 18:00 | mercredi: 08:00 – 18:00;https://maps.google.com/?cid=921360167785515133;ChIJsY7gEjTGracRfcgM5zBUyQw;;;;2026-05-08
CHAUD;83;LS-ELEC;6 Imp. de la Gare, 36350 Luant, France;06 79 98 56 29;+33 6 79 98 56 29;https://www.facebook.com/profile.php?id=61572634187086;Réseaux sociaux uniquement;5;20;10;électricien;Châteauroux;10+ photos API (excellent matériel visuel pour Claude) / 20 avis Google (correct, au seuil minimum) / Réseaux sociaux uniquement → pas de vrai site / Note 5.0/5 (excellente réputation) / Horaires renseignés (business sérieux) / Catégorie artisan confirmée par Google;lundi: 08:00 – 18:00 | mardi: 08:00 – 18:00 | mercredi: 08:00 – 18:00;https://maps.google.com/?cid=4154155327366020161;ChIJazpf83vHKo0RQbxytUKGpjk;;;;2026-05-08
CHAUD;83;PCC41;3 Imp. des Saules, 41300 La Ferté-Imbault, France;06 66 63 64 44;+33 6 66 63 64 44;;Non;5;20;8;plombier;Vierzon;8 photos API (bon matériel visuel) / 20 avis Google (correct, au seuil minimum) / Aucun site web → opportunité maximale / Note 5.0/5 (excellente réputation) / Horaires renseignés (business sérieux) / Catégorie artisan confirmée par Google;lundi: 08:00 – 19:00 | mardi: 08:00 – 19:00 | mercredi: 08:00 – 19:00;https://maps.google.com/?cid=4918228744684113452;ChIJaYIQWKcr-0cRLA4DQ_wOQUQ;;;;2026-05-08
CHAUD;83;SARL Anthony Jousse;72 Rue de Montagland, 49400 Saumur, France;06 29 83 17 51;+33 6 29 83 17 51;https://www.facebook.com/share/17d9UUNrZz/?mibextid=wwXIfr;Réseaux sociaux uniquement;5;21;10;plombier;Saumur;10+ photos API (excellent matériel visuel pour Claude) / 21 avis Google (correct, au seuil minimum) / Réseaux sociaux uniquement → pas de vrai site / Note 5.0/5 (excellente réputation) / Horaires renseignés (business sérieux) / Catégorie artisan confirmée par Google;lundi: 08:00 – 18:00 | mardi: 08:00 – 18:00 | mercredi: 08:00 – 18:00;https://maps.google.com/?cid=7034439966455666217;ChIJZck2HjHxB0gRKZZmIuFZn2E;;;;2026-05-08
CHAUD;81;ELM BATI PRO;1 Rue Arthur Rimbaud, 45400 Fleury-les-Aubrais, France;06 83 45 85 11;+33 6 83 45 85 11;;Non;5;104;4;électricien;Orléans;4 photos API (peu — à compléter manuellement) / 104 avis Google (très bon pour le scraping Maps) / Aucun site web → opportunité maximale / Note 5.0/5 (excellente réputation) / Horaires renseignés (business sérieux) / Catégorie artisan confirmée par Google;lundi: Ouvert 24h/24 | mardi: Ouvert 24h/24 | mercredi: Ouvert 24h/24;https://maps.google.com/?cid=12944281247580453403;ChIJ0fbOtFr95EcRG3rIgjZTo7M;;;;2026-05-08
CHAUD;81;Amboise Electricite Generale;6 Rue Montebello, 37400 Amboise, France;07 69 76 35 55;+33 7 69 76 35 55;;Non;5;51;3;électricien;Amboise;3 photos API (peu — à compléter manuellement) / 51 avis Google (très bon pour le scraping Maps) / Aucun site web → opportunité maximale / Note 5.0/5 (excellente réputation) / Horaires renseignés (business sérieux) / Catégorie artisan confirmée par Google;lundi: Ouvert 24h/24 | mardi: Ouvert 24h/24 | mercredi: Ouvert 24h/24;https://maps.google.com/?cid=16491340725646248178;ChIJ6zal-oPK_EcR8sgT3gMD3eQ;;;;2026-05-08
CHAUD;79;Limouzin Jean-Paul;20 Chem. de Vauvert, 18000 Bourges, France;02 48 50 31 08;+33 2 48 50 31 08;;Non;4.6;27;7;électricien;Bourges;7 photos API (matériel suffisant) / 27 avis Google (correct, au seuil minimum) / Aucun site web → opportunité maximale / Note 4.6/5 (idéale : crédible + marge d'amélioration) / Horaires renseignés (business sérieux) / Catégorie artisan confirmée par Google;lundi: 08:00 – 17:30 | mardi: 08:00 – 17:30 | mercredi: 08:00 – 17:30;https://maps.google.com/?cid=2866932454452926635;ChIJZ3HaQsaV-kcRq5i0ruBjySc;;;;2026-05-08
CHAUD;79;Mouroux Louis;27 Rue Diderot, 36000 Châteauroux, France;02 54 34 08 84;+33 2 54 34 08 84;;Non;4.4;24;5;plombier;Châteauroux;5 photos API (matériel suffisant) / 24 avis Google (correct, au seuil minimum) / Aucun site web → opportunité maximale / Note 4.4/5 (idéale : crédible + marge d'amélioration) / Horaires renseignés (business sérieux) / Catégorie artisan confirmée par Google;lundi: 07:30 – 12:00, 14:00 – 18:30 | mardi: 07:30 – 12:00, 14:00 – 18:30 | mercredi: 07:30 – 12:00, 14:00 – 18:30;https://maps.google.com/?cid=8903368952084606070;ChIJnc7Cflah-0cRdqw-zeMej3s;;;;2026-05-08
CHAUD;77;Saint Amand Espaces Verts;406 Rue Pelletier Doisy, 18200 Saint-Amand-Montrond, France;02 48 96 76 69;+33 2 48 96 76 69;;Non;4;28;5;paysagiste;Saint-Amand-Montrond;5 photos API (matériel suffisant) / 28 avis Google (correct, au seuil minimum) / Aucun site web → opportunité maximale / Note 4.0/5 (idéale : crédible + marge d'amélioration) / Horaires renseignés (business sérieux);lundi: Fermé | mardi: 09:00 – 12:00, 14:00 – 18:00 | mercredi: 09:00 – 12:00, 14:00 – 18:00;https://maps.google.com/?cid=7284650423498738103;ChIJ5bU6NwF8-kcRt4mK5fZGGGU;;;;2026-05-08
CHAUD;76;BMServices Electricité générale;39 G Rue des Ormeaux, 41120 Cellettes, France;06 59 31 34 05;+33 6 59 31 34 05;http://bmservices.jimdo.com/;Constructeur bas de gamme (bmservices.jimdo.com);4.9;46;10;électricien;Blois;10+ photos API (excellent matériel visuel pour Claude) / 46 avis Google (bon) / Site constructeur bas de gamme → facile à surpasser / Note 4.9/5 (excellente réputation) / Horaires renseignés (business sérieux) / Catégorie artisan confirmée par Google;lundi: 08:30 – 18:30 | mardi: 08:30 – 18:30 | mercredi: 08:30 – 18:30;https://maps.google.com/?cid=16139435982655209777;ChIJoYYYoI6r5EcRMUFSDYTL-t8;;;;2026-05-08
CHAUD;76;Sicault Nicolas;13 bis Route de Neuvy, Terre des Mille Bœufs Z.A, 41300 Theillay, France;06 76 94 91 53;+33 6 76 94 91 53;http://nicolassicault.wixsite.com/granules41?utm_source=gmb;Constructeur bas de gamme (nicolassicault.wixsite.com);4.8;46;10;plombier;Vierzon;10+ photos API (excellent matériel visuel pour Claude) / 46 avis Google (bon) / Site constructeur bas de gamme → facile à surpasser / Note 4.8/5 (excellente réputation) / Horaires renseignés (business sérieux) / Catégorie artisan confirmée par Google;lundi: 08:00 – 17:00 | mardi: 08:00 – 17:00 | mercredi: 08:00 – 17:00;https://maps.google.com/?cid=16308190985264222821;ChIJ3-IZrgPX-kcRZdLm7UtVUuI;;;;2026-05-08
CHAUD;76;GREVET PAYSAGE - Aménagement et entretien de jardins pros et particuliers, service à personne, réduction et crédit d'impôts;3 Chem. des Bateliers, 37270 Athée-sur-Cher, France;07 88 62 51 13;+33 7 88 62 51 13;http://grevet-paysage.e-monsite.com/;Constructeur bas de gamme (grevet-paysage.e-monsite.com);5;41;10;paysagiste;Amboise;10+ photos API (excellent matériel visuel pour Claude) / 41 avis Google (bon) / Site constructeur bas de gamme → facile à surpasser / Note 5.0/5 (excellente réputation) / Horaires renseignés (business sérieux) / Catégorie artisan confirmée par Google;lundi: 08:00 – 18:00 | mardi: 08:00 – 18:00 | mercredi: 08:00 – 18:00;https://maps.google.com/?cid=8192910884283708231;ChIJsf6FC4_FvSYRR3MplgoRs3E;;;;2026-05-08
CHAUD;75;GAPTEAU Franck Electricité;58 Rue Georges Politzer, 18100 Vierzon, France;06 62 08 47 07;+33 6 62 08 47 07;;Non;4.7;27;6;électricien;Vierzon;6 photos API (matériel suffisant) / 27 avis Google (correct, au seuil minimum) / Aucun site web → opportunité maximale / Note 4.7/5 (excellente réputation) / Horaires renseignés (business sérieux) / Catégorie artisan confirmée par Google;lundi: 08:00 – 12:00, 13:30 – 17:30 | mardi: 08:00 – 12:00, 13:30 – 17:30 | mercredi: 08:00 – 12:00, 13:30 – 17:30;https://maps.google.com/?cid=16023643568435444785;ChIJxyAZ8_Tb-kcRMTwRuO1qX94;;;;2026-05-08
CHAUD;74;Marien Jessie;78 ter, 78 Av. de Châteauroux, 18120 Méreau, France;07 87 62 51 68;+33 7 87 62 51 68;https://jessieelagage.wixsite.com/elagueur;Constructeur bas de gamme (jessieelagage.wixsite.com);5;43;10;paysagiste;Vierzon;10+ photos API (excellent matériel visuel pour Claude) / 43 avis Google (bon) / Site constructeur bas de gamme → facile à surpasser / Note 5.0/5 (excellente réputation) / Horaires renseignés (business sérieux);lundi: Ouvert 24h/24 | mardi: Ouvert 24h/24 | mercredi: Ouvert 24h/24;https://maps.google.com/?cid=1878311096900245650;ChIJOftSMnXZ-kcRkthprP0ZERo;;;;2026-05-08
CHAUD;73;BEI SARL - SERRURERIE / VITRERIE / ELECTRICITE / PLOMBERIE / DREUX 28 ET ALENTOURS;11 Rue Thomas Edison, 28500 Vernouillet, France;06 95 52 16 76;+33 6 95 52 16 76;https://www.facebook.com/profile.php?id=100095478339287;Réseaux sociaux uniquement;4;25;7;électricien;Dreux;7 photos API (matériel suffisant) / 25 avis Google (correct, au seuil minimum) / Réseaux sociaux uniquement → pas de vrai site / Note 4.0/5 (idéale : crédible + marge d'amélioration) / Horaires renseignés (business sérieux) / Catégorie artisan confirmée par Google;lundi: Ouvert 24h/24 | mardi: Ouvert 24h/24 | mercredi: Ouvert 24h/24;https://maps.google.com/?cid=9122255830838081084;ChIJfZyOoudV4UcRPPZWq1jDmH4;;;;2026-05-08
CHAUD;72;Globe Planter;287 Rte de Bourges, 45500 Poilly-lez-Gien, France;02 38 29 54 55;+33 2 38 29 54 55;https://www.globeplanter.com/;Oui;4.5;242;10;paysagiste;Gien;10+ photos API (excellent matériel visuel pour Claude) / 242 avis Google (excellent — scraping donnera 40+ avis riches) / Site existant (à vérifier manuellement) / Note 4.5/5 (idéale : crédible + marge d'amélioration) / Horaires renseignés (business sérieux) / Catégorie artisan confirmée par Google;lundi: 10:00 – 12:30, 13:30 – 18:30 | mardi: 10:00 – 12:30, 13:30 – 18:30 | mercredi: 10:00 – 12:30, 13:30 – 18:30;https://maps.google.com/?cid=7362544927060649582;ChIJIVJVoipc5UcRbuZNTJoDLWY;;;;2026-05-08
TIÈDE;69;Viridis Jardin Environnement;140 Rue de Doué, 49400 Saumur, France;06 24 61 56 68;+33 6 24 61 56 68;http://www.facebook.com/Viridis-jardin-environnement-444012822426677/;Réseaux sociaux uniquement;4.9;24;6;paysagiste;Saumur;6 photos API (matériel suffisant) / 24 avis Google (correct, au seuil minimum) / Réseaux sociaux uniquement → pas de vrai site / Note 4.9/5 (excellente réputation) / Horaires renseignés (business sérieux) / Catégorie artisan confirmée par Google;lundi: 08:00 – 20:00 | mardi: 08:00 – 20:00 | mercredi: 08:00 – 20:00;https://maps.google.com/?cid=1100620328118730358;ChIJ2y6lhCv3B0gRdj4XalswRg8;;;;2026-05-08
TIÈDE;68;La bonne plomberie;439 Rue du Faubourg Bannier, 45000 Orléans, France;06 63 94 25 04;+33 6 63 94 25 04;http://labonneplomberie.fr/;Oui;4.9;397;10;plombier;Orléans;10+ photos API (excellent matériel visuel pour Claude) / 397 avis Google (excellent — scraping donnera 40+ avis riches) / Site existant (à vérifier manuellement) / Note 4.9/5 (excellente réputation) / Horaires renseignés (business sérieux) / Catégorie artisan confirmée par Google;lundi: Ouvert 24h/24 | mardi: Ouvert 24h/24 | mercredi: Ouvert 24h/24;https://maps.google.com/?cid=13410204138620610313;ChIJH-LG6PhS0mcRCWf0H52dGro;;;;2026-05-08
TIÈDE;68;HelloDepann’;461 Rue du Faubourg Bannier, 45000 Orléans, France;02 19 29 01 83;+33 2 19 29 01 83;https://hellodepann.fr/;Oui;4.9;401;10;plombier;Orléans;10+ photos API (excellent matériel visuel pour Claude) / 401 avis Google (excellent — scraping donnera 40+ avis riches) / Site existant (à vérifier manuellement) / Note 4.9/5 (excellente réputation) / Horaires renseignés (business sérieux) / Catégorie artisan confirmée par Google;lundi: 08:00 – 18:30 | mardi: 08:00 – 18:30 | mercredi: 08:00 – 18:30;https://maps.google.com/?cid=18023345671731802545;ChIJDz0ESxvl5EcRsfGli2XJH_o;;;;2026-05-08
TIÈDE;68;SL2A Plomberie Chauffage Climatisation Pompe à chaleur;4 Pass. de la Râpe, 45000 Orléans, France;02 19 39 00 13;+33 2 19 39 00 13;https://www.sl2a.fr/;Oui;4.8;475;10;plombier;Orléans;10+ photos API (excellent matériel visuel pour Claude) / 475 avis Google (excellent — scraping donnera 40+ avis riches) / Site existant (à vérifier manuellement) / Note 4.8/5 (excellente réputation) / Horaires renseignés (business sérieux) / Catégorie artisan confirmée par Google;lundi: 08:00 – 18:30 | mardi: 08:00 – 18:30 | mercredi: 08:00 – 18:30;https://maps.google.com/?cid=4767909021197912753;ChIJ4QvcI-qt0GIRscrhSf4DK0I;;;;2026-05-08
TIÈDE;68;POTREL Ets plombier chauffagiste;110 Bd Charles de Gaulle, 37540 Saint-Cyr-sur-Loire, France;06 70 49 60 03;+33 6 70 49 60 03;http://www.gratuit-5699408.webadorsite.com/;Oui;4.7;294;10;plombier;Tours;10+ photos API (excellent matériel visuel pour Claude) / 294 avis Google (excellent — scraping donnera 40+ avis riches) / Site existant (à vérifier manuellement) / Note 4.7/5 (excellente réputation) / Horaires renseignés (business sérieux) / Catégorie artisan confirmée par Google;lundi: 07:00 – 22:00 | mardi: 07:00 – 22:00 | mercredi: 07:00 – 22:00;https://maps.google.com/?cid=9661605337132626870;ChIJydl8MHDV_EcRtvPOX93qFIY;;;;2026-05-08
TIÈDE;68;Compagnie des Déboucheurs Indre-et-Loire;152 Av. de la Tranchée, 37100 Tours, France;02 47 39 91 26;+33 2 47 39 91 26;https://www.compagnie-deboucheurs.com/indre-et-loire/;Oui;4.9;955;10;plombier;Tours;10+ photos API (excellent matériel visuel pour Claude) / 955 avis Google (excellent — scraping donnera 40+ avis riches) / Site existant (à vérifier manuellement) / Note 4.9/5 (excellente réputation) / Horaires renseignés (business sérieux) / Catégorie artisan confirmée par Google;lundi: Ouvert 24h/24 | mardi: Ouvert 24h/24 | mercredi: Ouvert 24h/24;https://maps.google.com/?cid=18421299742805120774;ChIJgyTIgybV_EcRBtfkDoSapf8;;;;2026-05-08
TIÈDE;68;La Compagnie des Déboucheurs;27 Chem. du Haut Morier, 41000 Blois, France;02 54 51 96 02;+33 2 54 51 96 02;https://www.compagnie-deboucheurs.com/loir-et-cher/;Oui;4.9;799;10;plombier;Blois;10+ photos API (excellent matériel visuel pour Claude) / 799 avis Google (excellent — scraping donnera 40+ avis riches) / Site existant (à vérifier manuellement) / Note 4.9/5 (excellente réputation) / Horaires renseignés (business sérieux) / Catégorie artisan confirmée par Google;lundi: Ouvert 24h/24 | mardi: Ouvert 24h/24 | mercredi: Ouvert 24h/24;https://maps.google.com/?cid=7503929251970500092;ChIJTd8tq5xV40cR_EVdq-VPI2g;;;;2026-05-08
TIÈDE;68;elec confort;43 Rue Basse des Grouëts, 41000 Blois, France;06 04 47 27 56;+33 6 04 47 27 56;https://elec-confort.com/;Oui;5;210;10;électricien;Blois;10+ photos API (excellent matériel visuel pour Claude) / 210 avis Google (excellent — scraping donnera 40+ avis riches) / Site existant (à vérifier manuellement) / Note 5.0/5 (excellente réputation) / Horaires renseignés (business sérieux) / Catégorie artisan confirmée par Google;lundi: 06:00 – 19:00 | mardi: 06:00 – 19:00 | mercredi: 06:00 – 19:00;https://maps.google.com/?cid=8284650031298329390;ChIJ2Y0ck-tX40cRLjv3O0_9-HI;;;;2026-05-08
TIÈDE;68;Chauffagiste Izi confort, groupe EDF;38 Rue Charles Durand, 18000 Bourges, France;02 48 23 46 46;+33 2 48 23 46 46;https://www.izi-by-edf-entretien.fr/?at_medium=Gmb&at_campaign=bourges;Oui;4.8;1246;10;plombier;Bourges;10+ photos API (excellent matériel visuel pour Claude) / 1246 avis Google (excellent — scraping donnera 40+ avis riches) / Site existant (à vérifier manuellement) / Note 4.8/5 (excellente réputation) / Horaires renseignés (business sérieux) / Catégorie artisan confirmée par Google;lundi: 08:00 – 12:00, 14:00 – 17:30 | mardi: 08:00 – 12:00, 14:00 – 17:30 | mercredi: 08:00 – 12:00, 14:00 – 17:30;https://maps.google.com/?cid=16949278177519012126;ChIJfYKaqa2V-kcRHglNirPuN-s;;;;2026-05-08
TIÈDE;68;AB élagage 28 🌳 Abattage d'arbre | Taille de haie | Arboriste | Élagueur Chartres | Entretien d'espaces verts | Eure-et-Loir;12 Rue Hubert Latham, 28000 Chartres, France;06 25 73 00 55;+33 6 25 73 00 55;https://www.ab-elagage28.fr/;Oui;5;214;10;paysagiste;Chartres;10+ photos API (excellent matériel visuel pour Claude) / 214 avis Google (excellent — scraping donnera 40+ avis riches) / Site existant (à vérifier manuellement) / Note 5.0/5 (excellente réputation) / Horaires renseignés (business sérieux) / Catégorie artisan confirmée par Google;lundi: Ouvert 24h/24 | mardi: Ouvert 24h/24 | mercredi: Ouvert 24h/24;https://maps.google.com/?cid=11569275352607782525;ChIJO685GJ4OPwoRfXbe9KJSjqA;;;;2026-05-08
TIÈDE;68;Steven élagueur 28;1 Rue de Brou, 28360 La Bourdinière-Saint-Loup, France;06 99 27 82 68;+33 6 99 27 82 68;https://stevenelagueur28.fr/;Oui;5;205;10;paysagiste;Chartres;10+ photos API (excellent matériel visuel pour Claude) / 205 avis Google (excellent — scraping donnera 40+ avis riches) / Site existant (à vérifier manuellement) / Note 5.0/5 (excellente réputation) / Horaires renseignés (business sérieux) / Catégorie artisan confirmée par Google;lundi: 08:30 – 18:30 | mardi: 08:30 – 18:30 | mercredi: 08:30 – 18:30;https://maps.google.com/?cid=12213186821813651669;ChIJ38aTi62_IAMR1UivybT0fak;;;;2026-05-08
TIÈDE;68;ADH Piscines & Paysages – Paysagiste Pisciniste Spa – Vendôme;39 Av. des Rondaizes, 41100 Villiers-sur-Loir, France;02 54 72 79 49;+33 2 54 72 79 49;https://www.adh-paysages.com/;Oui;4.8;209;10;paysagiste;Vendôme;10+ photos API (excellent matériel visuel pour Claude) / 209 avis Google (excellent — scraping donnera 40+ avis riches) / Site existant (à vérifier manuellement) / Note 4.8/5 (excellente réputation) / Horaires renseignés (business sérieux) / Catégorie artisan confirmée par Google;lundi: 09:00 – 12:00, 14:00 – 19:00 | mardi: 09:00 – 12:00, 14:00 – 19:00 | mercredi: 09:00 – 12:00, 14:00 – 19:00;https://maps.google.com/?cid=12082278677885223224;ChIJ7Q5PBtZq40cROAGgYHHgrKc;;;;2026-05-08
TIÈDE;68;Reb'Energie - Plombier Chauffagiste à Dreux;4 Rue Emile Prod Homme, 28100 Dreux, France;06 50 69 62 78;+33 6 50 69 62 78;https://reb-energie.fr/;Oui;5;203;10;plombier;Dreux;10+ photos API (excellent matériel visuel pour Claude) / 203 avis Google (excellent — scraping donnera 40+ avis riches) / Site existant (à vérifier manuellement) / Note 5.0/5 (excellente réputation) / Horaires renseignés (business sérieux) / Catégorie artisan confirmée par Google;lundi: 08:00 – 23:00 | mardi: 08:00 – 23:00 | mercredi: 08:00 – 23:00;https://maps.google.com/?cid=12590448795722652568;ChIJGb9Y96lV4UcRmBvL_3hCuq4;;;;2026-05-08
TIÈDE;68;Les Paveurs d'Eure-et-Loir;Rue du plateau - ZA de la vallée Douard, 28500 Cherisy, France;02 37 48 79 91;+33 2 37 48 79 91;https://lespaveursdeureetloir.fr/;Oui;4.7;244;10;paysagiste;Dreux;10+ photos API (excellent matériel visuel pour Claude) / 244 avis Google (excellent — scraping donnera 40+ avis riches) / Site existant (à vérifier manuellement) / Note 4.7/5 (excellente réputation) / Horaires renseignés (business sérieux) / Catégorie artisan confirmée par Google;lundi: 08:00 – 12:00, 13:30 – 18:30 | mardi: 08:00 – 12:00, 13:30 – 18:30 | mercredi: 08:00 – 12:00, 13:30 – 18:30;https://maps.google.com/?cid=10850573786162663209;ChIJUzQGIZmr5kcRKQ9kpV77lJY;;;;2026-05-08
TIÈDE;68;Helfrick J. Élagage et entretien espaces verts;87 Rue Moreau, 49650 Allonnes, France;06 35 93 75 95;+33 6 35 93 75 95;https://www.elagage-49-helfrick.fr/?utm_source=gmb;Oui;5;200;10;paysagiste;Saumur;10+ photos API (excellent matériel visuel pour Claude) / 200 avis Google (excellent — scraping donnera 40+ avis riches) / Site existant (à vérifier manuellement) / Note 5.0/5 (excellente réputation) / Horaires renseignés (business sérieux) / Catégorie artisan confirmée par Google;lundi: 08:00 – 20:00 | mardi: 08:00 – 20:00 | mercredi: 08:00 – 20:00;https://maps.google.com/?cid=15618079416435898633;ChIJvaw9wEBX_UcRCXmAKnuQvtg;;;;2026-05-08
TIÈDE;68;Artisan Plombier - Ets MOREL;34 Rue des Héros Nogentais, 94130 Nogent-sur-Marne, France;01 43 97 48 44;+33 1 43 97 48 44;http://morel-plombier.com/;Oui;4.8;366;10;plombier;Nogent-le-Rotrou;10+ photos API (excellent matériel visuel pour Claude) / 366 avis Google (excellent — scraping donnera 40+ avis riches) / Site existant (à vérifier manuellement) / Note 4.8/5 (excellente réputation) / Horaires renseignés (business sérieux) / Catégorie artisan confirmée par Google;lundi: Ouvert 24h/24 | mardi: Ouvert 24h/24 | mercredi: Ouvert 24h/24;https://maps.google.com/?cid=14182386464348837706;ChIJvWUsoCMN5kcRShfSCln10cQ;;;;2026-05-08
TIÈDE;68;Jardins de Lutz - Pépinières Crespin;Rue Robert Pothier, 28200 Villemaury, France;02 37 45 05 11;+33 2 37 45 05 11;https://www.pepinieres-crespin.com/;Oui;4.8;218;10;paysagiste;Châteaudun;10+ photos API (excellent matériel visuel pour Claude) / 218 avis Google (excellent — scraping donnera 40+ avis riches) / Site existant (à vérifier manuellement) / Note 4.8/5 (excellente réputation) / Horaires renseignés (business sérieux) / Catégorie artisan confirmée par Google;lundi: 09:00 – 12:00, 14:00 – 18:30 | mardi: 09:00 – 12:00, 14:00 – 18:30 | mercredi: 09:00 – 12:00, 14:00 – 18:30;https://maps.google.com/?cid=18171704677124278440;ChIJeTarqb2A5EcRqAhMQyDdLvw;;;;2026-05-08
TIÈDE;67;S EAU S Plomberie Dépannage;64 Av. de Grammont, 37000 Tours, France;06 87 00 28 02;+33 6 87 00 28 02;https://www.s-eau-s-plomberie.fr/;Oui;4.4;148;10;plombier;Tours;10+ photos API (excellent matériel visuel pour Claude) / 148 avis Google (très bon pour le scraping Maps) / Site existant (à vérifier manuellement) / Note 4.4/5 (idéale : crédible + marge d'amélioration) / Horaires renseignés (business sérieux) / Catégorie artisan confirmée par Google;lundi: Ouvert 24h/24 | mardi: Ouvert 24h/24 | mercredi: Ouvert 24h/24;https://maps.google.com/?cid=9655246586795256043;ChIJ7V2qlZLV_EcR6-i7cJ1T_oU;;;;2026-05-08
TIÈDE;67;Lantana Paysage Tours;ZA, La Duquerie O, 37390 Chanceaux-sur-Choisille, France;02 47 27 36 52;+33 2 47 27 36 52;https://www.lantanapaysage.fr/a-proximite-de-chez-vous/paysagiste-indre-et-loire-tours-37/?utm_source=gmb&utm_medium=organic&utm_campaign=gmb_website;Oui;4.6;89;10;paysagiste;Tours;10+ photos API (excellent matériel visuel pour Claude) / 89 avis Google (très bon pour le scraping Maps) / Site existant (à vérifier manuellement) / Note 4.6/5 (idéale : crédible + marge d'amélioration) / Horaires renseignés (business sérieux) / Catégorie artisan confirmée par Google;lundi: 08:00 – 12:00, 14:00 – 18:00 | mardi: 08:00 – 12:00, 14:00 – 18:00 | mercredi: 08:00 – 12:00, 14:00 – 18:00;https://maps.google.com/?cid=13753973541972148817;ChIJH-_lGNkq40cRUQJfkxDu374;;;;2026-05-08
